"cycle_id","pond_id","total_seed","started_at","finished_at","area","deep","total_feed","total_weight","harvested_at","status","sampled_at","average_weight","days_difference","adg","fcr","stocking_density","pond_type"
"18224","38367","240000","2023-02-26 00:00:00+07","2023-05-01 00:00:00+07","1600.00","1.2","2444.3","1145.39","2023-05-01","Full","2023-05-01","4.4950000000000000","0.000000000000000000000000",NULL,"2.1340329494757244","150.0000000000000000","supra intensif"
"21892","32252","165000","2022-05-15 00:00:00+07","2022-12-21 00:00:00+07","1500.00","1.8","1870.0","1182.0","2022-08-22","Partial","2022-08-14","9.8571428571428571","8.0000000000000000","146.5178571428571429","1.5820642978003384","110.0000000000000000","supra intensif"
"17475","7367","300000","2023-03-07 00:00:00+07","2023-06-08 00:00:00+07","2999.9475","1.25","1968.5","855.3","2023-06-08","Full",NULL,NULL,NULL,NULL,"2.3015316263299427","100.0017500306255359","intensif"
"19044","7367","352000","2022-09-10 00:00:00+07","2023-01-17 00:00:00+07","2999.9475","1.25","7465.5","5210.37","2023-01-17","Partial","2022-12-19","6.5918181818181818","29.0000000000000000","179.4406269592476489","1.4328157117440796","117.3353867026006288","intensif"
"15832","38724","213920","2022-12-13 00:00:00+07","2023-04-12 00:00:00+07","2256.00","2.0","5847.36","3394.85","2023-04-11","Partial","2023-04-04","10.1783333333333333","7.0000000000000000","483.5245238095238095","1.7224207255107000","94.8226950354609929","intensif"
"17860","32458","40000","2022-06-03 00:00:00+07","2022-07-21 00:00:00+07","1800.00","1.0","112.8","105.5","2022-07-21","Full","2022-07-21","3.6833333333333333","0.000000000000000000000000",NULL,"1.0691943127962085","22.2222222222222222","supra intensif"
"18734","38258","325000","2023-03-13 00:00:00+07","2023-06-30 00:00:00+07","2500.00","1.2","7907.0","4510.10","2023-06-30","Partial","2023-06-26","11.8335714285714286","4.0000000000000000","1124.5666071428571429","1.7531762045187468","130.0000000000000000","intensif"
"19687","32296","100000","2022-05-29 00:00:00+07","2022-07-27 00:00:00+07","2065.00","1.0","413.5","454.0","2022-07-27","Partial","2022-07-11","3.4500000000000000","16.0000000000000000","28.1593750000000000","0.91079295154185022026","48.4261501210653753","intensif"
"15942","34025","50000","2023-01-21 00:00:00+07","2023-03-29 00:00:00+07","416.00","1.2","309.2","114.0","2023-03-29","Partial","2023-03-17","3.0250000000000000","12.0000000000000000","9.2479166666666667","2.7122807017543860","120.1923076923076923","Undefined"
"19614","38699","60000","2023-02-17 00:00:00+07","2023-04-13 00:00:00+07","255.00","1.0","165.8","135.0","2023-04-13","Partial","2023-04-07","3.0475000000000000","6.0000000000000000","21.9920833333333333","1.2281481481481481","235.2941176470588235","Undefined"
